Opened	Name	City	Market
6/18/2020	US95 & Skye Canyon	Las Vegas	Nevada\LasVegas
6/18/2020	Yosemite & Tozer	Madera	California\CentralValley
6/18/2020	Grand & Ingraham	San Diego	California\SanDiego
6/15/2020	Nostrand Ave & Gravesend Neck	Brooklyn	NewYork\Brooklyn
6/15/2020	Burnet & Braker Lane	Austin	Texas\Austin
6/15/2020	150 Van Ness	San Francisco	California\SanFrancisco
6/15/2020	31st & Rt 169	Tulsa	Oklahoma\Tulsa
6/15/2020	Manning & Mendocino - Parlier	Parlier	California\CentralValley
6/15/2020	Glendale & Montana	Los Angeles	California\LosAngeles
6/15/2020	Franklin Farm Village	Herndon	Virginia\NorthernVirginia
6/12/2020	US 70 & Hwy 258	Kinston	NorthCarolina\NorthCarolinaRemoteMarkets
6/12/2020	College Pkwy & Winkler Rd	Fort Myers	Florida\Naples
6/12/2020	Columbia & Ash	San Diego	California\SanDiego
6/12/2020	Bell Rd & Hickory Hollow	Antioch	Tennessee\Nashville
6/12/2020	Crossings at Conestoga	Lancaster	Pennsylvania\Lancaster
6/12/2020	Bruce B Downs and Hunters Gree	Tampa	Florida\Tampa
6/11/2020	Randall & Route 38	St. Charles	Illinois\DuPage
6/8/2020	Early Blvd & CC Woodson	Early	Texas\RemoteMarkets
6/8/2020	Industry City	Brooklyn	NewYork\Brooklyn
6/7/2020	E 16th St & Sheepshead Bay Rd	Brooklyn	NewYork\Brooklyn
6/5/2020	Forest Hills and Cherokee	Richmond	Virginia\Richmond
6/4/2020	Port Washington & Green Tree	Glendale	Wisconsin\Milwaukee
6/4/2020	Baldwin & Main	Jenison	Michigan\GrandRapids
6/4/2020	Main Street and Northdale Blvd	Coon Rapids	Minnesota\MinneapolisSuburbs
6/3/2020	Sunset & Hayworth	Los Angeles	California\LosAngeles
6/1/2020	Roosevelt Ave & 75th St	Jackson Heights	NewYork\Queens
6/1/2020	608 East River Road	New Glasgow	NovaScotia
6/1/2020	Danbury Fair Mall, Level 2	Danbury	Connecticut\SouthernConnecticut
6/1/2020	253 Jarvis Street	Toronto	Ontario\Toronto
6/1/2020	I-45 & South Loop 336	Conroe	Texas\HoustonSuburbs
5/31/2020	W. Newberry Rd & 140th Terrace	Newberry	Florida\Gainesville
5/30/2020	Brentwood Skytrain	Burnaby	BritishColumbia\Vancouver
5/29/2020	Canyon Dr & Hollywood Rd	Amarillo	Texas\Amarillo
5/29/2020	Copper Hill & Camino Del Arte	Santa Clarita	California\SantaClarita
5/28/2020	Highland & Sterling	San Bernardino	California\SanBernardinoCounty
5/25/2020	Lineville & Velp Ave	Suamico	Wisconsin\NorthernWisconsin
5/25/2020	Hwy 58 and Innwood	Chattanooga	Tennessee\Chattanooga
5/22/2020	MLK Ave Anacostia	Washington	WashingtonDC\WashingtonDC
5/22/2020	University Ave and Canyon Rd	Provo	Utah
5/22/2020	S. FL Ave and Ewell Rd	Lakeland	Florida\Lakeland
5/22/2020	Federal Hill	Baltimore	Maryland\Baltimore
5/20/2020	185th & West Union	Portland	Oregon\Portland
5/20/2020	Foothill and Cedar	Rialto	California\SanBernardinoCounty
5/18/2020	5138 Gateway Blvd North	Edmonton	Alberta\Edmonton
5/18/2020	I-85 and Cotton Grove Rd	Lexington	NorthCarolina\NorthCarolinaRemoteMarkets
5/15/2020	US 1 & Charter Oak Rd	Lexington	SouthCarolina\Columbia
5/15/2020	I-64 & 5th Street	Charlottesville	Virginia\Charlottesville
5/15/2020	East Greenwich/Warwick	East Greenwich	RhodeIsland
5/11/2020	Mission Junction West	Mission	BritishColumbia\Vancouver
5/8/2020	S. Hwy 27 & Winsley	Clermont	Florida\Orlando
5/8/2020	Reed & Route 47	Huntley	Illinois\Kane
5/8/2020	Midlothian & Carmia Way	Richmond	Virginia\Richmond
5/7/2020	Balboa & Lassen	Northridge	California\LosAngelesCounty
5/7/2020	I-10 & Cherry Valley Blvd.	Calimesa	California\RiversideCounty
5/7/2020	Hwy 111 & Simon	La Quinta	California\PalmSprings
5/6/2020	Rancho California & Margarita	Temecula	California\RiversideCounty
5/6/2020	167/24th - Sumner	Sumner	Washington\Tacoma
5/6/2020	23rd & Market	Choctaw	Oklahoma\OklahomaRemoteMarkets
5/6/2020	County KK & Stoneybrook	Appleton	Wisconsin\NorthernWisconsin
5/6/2020	FM 620 & Vista Park	Austin	Texas\Austin
5/6/2020	Las Vegas Boulevard and 215	Las Vegas	Nevada\LasVegas
5/5/2020	N 32nd & Shawnee Bypass - Musk	Muskogee	Oklahoma\OklahomaRemoteMarkets
5/4/2020	Plum Canyon & Skyline Ranch	Santa Clarita	California\SantaClarita
5/4/2020	S. Elm & 101st	Jenks	Oklahoma\Tulsa
5/2/2020	I-95 and Hwy 52	Florence	SouthCarolina\SouthCarolinaRemoteMarkets
5/1/2020	Market Street and University	Harrisonburg	Virginia\VirginiaRemoteMarkets
5/1/2020	Highway 1 and Dreher	West Columbia	SouthCarolina\Columbia
4/25/2020	Manchester, Buckland Hills Pla	Manchester	Connecticut\Hartford
4/23/2020	8098 Rolling Road Saratoga SC	Springfield	Virginia\NorthernVirginia
4/20/2020	20th & W. Main	Artesia	NewMexico\NewMexicoRemoteMarkets
4/17/2020	Capital Plaza_Annapolis Rd	Landover Hills	Maryland\WashingtonDCArea
4/17/2020	I-85 & Dabney Dr, Exit 213	Henderson	NorthCarolina\NorthCarolinaRemoteMarkets
4/16/2020	Chinden and Linder	Meridian	Idaho\Boise
4/13/2020	N. Water & Brier St.	Burnet	Texas\RemoteMarkets
4/13/2020	Wake Forest Rd and Six Forks R	Raleigh	NorthCarolina\RaleighDurhamChapelHill
4/13/2020	Chester Springs RT 206	Chester	NewJersey\NorthJersey
4/12/2020	Durham Rd & SW 99	Tigard	Oregon\Portland
4/10/2020	Ben Hill Griffin Parkway	Estero	Florida\Naples
4/7/2020	Trooper Park Ridge SC	Trooper	Pennsylvania\PhiladelphiaSuburbs
4/7/2020	Hwy 95 & Aztec	Fort Mohave	Arizona\ArizonaRemoteMarkets
4/4/2020	US17 & Ploof Rd	Leland	NorthCarolina\Wilmington
4/1/2020	N. Broad St and Hendersonville	Brevard	NorthCarolina\NorthCarolinaRemoteMarkets
3/30/2020	Ashland & Walker	Ashland	Oregon\SouthernOregon
3/27/2020	MLK and Cragmont	Tampa	Florida\Tampa
3/27/2020	22904 Bothell Everett Hwy	Bothell	Washington\Seattle
3/27/2020	17th & Hospital	Wilmington	NorthCarolina\Wilmington
3/27/2020	Hwy 74 and Indian Trail Fairvi	Indian Trail	NorthCarolina\Charlotte
3/26/2020	Mason & Lassen	Chatsworth	California\LosAngelesCounty
3/26/2020	W Baseline and Loop 202	Phoenix	Arizona\Phoenix
3/26/2020	Manhattan & WB Expressway	Harvey	Louisiana\NewOrleans
3/20/2020	Rutland, Main St.	Rutland	Vermont
3/20/2020	Pelham Rd & Littlejohn Glen Ct	Greenville	SouthCarolina\Greenville
3/20/2020	3210 - Lake Wilderness	Maple Valley	Washington\Tacoma
3/20/2020	Hwy 50 and Outlook - Pueblo	Pueblo	Colorado\Pueblo
3/19/2020	7th & 31st - Marion	Marion	Iowa
3/19/2020	E. Jackson & Wheeler	Macomb	Illinois\IllinoisRemoteMarkets
3/18/2020	Broad & Spring Garden	Philadelphia	Pennsylvania\Philadelphia
3/17/2020	E. Main (290) & S. Eagle St.	Fredericksburg	Texas\RemoteMarkets
3/14/2020	Gallows and Gatehouse	Falls Church	Virginia\NorthernVirginia
3/13/2020	Viera Blvd & Stadium Pkwy	Viera	Florida\SpaceCoast
3/13/2020	Wade Green and Hickory Grove	Kennesaw	Georgia\AtlantaSuburbs
3/13/2020	5931 Kalar Road	Niagara Falls	Ontario\NiagaraRegion
3/13/2020	Coral Reef Commons	Miami	Florida\Miami
3/12/2020	State St & Magazine St	New Orleans	Louisiana\NewOrleans
3/12/2020	Van Buren & Opportunity	Riverside	California\RiversideCounty
3/12/2020	Weber & Parkside	Waterloo	Ontario\GreaterTorontoArea
3/12/2020	Eldorado & Hardin	McKinney	Texas\DallasSuburbs
3/12/2020	Harbor & Hill	Fullerton	California\OrangeCounty
3/11/2020	Southgate Mall FC	Edmonton	Alberta\Edmonton
3/11/2020	US-77 & E Gen. Cavazos	Kingsville	Texas\SouthTexas
3/11/2020	Hwy 287 & I-45	Corsicana	Texas\RemoteMarkets
3/6/2020	Willow Valley Crossroads	Lancaster	Pennsylvania\Lancaster
3/5/2020	Trader Ridge	Grande Prairie	Alberta\GrandePrairie
3/5/2020	University Dr & Tarrow St	College Station	Texas\CollegeStation
3/5/2020	Signal Butte & Warner	Mesa	Arizona\Phoenix
3/5/2020	Confederation Drive	Saskatoon	Saskatchewan
3/5/2020	123 Lombard Street	Smiths Falls	Ontario\OntarioRemoteMarkets
3/2/2020	US 75 & FM 455	Anna	Texas\RemoteMarkets
3/2/2020	I-75 & Broadway	Dry Ridge	Kentucky\KentuckyRemoteMarkets
3/2/2020	Hwy 380 & Lake Forest Drive	McKinney	Texas\DallasSuburbs
3/1/2020	University & Michelson	Irvine	California\OrangeCounty
2/28/2020	US 301 & 60th Ave	Ellenton	Florida\SarasotaBradenton
2/28/2020	Wappingers Falls	Wappinger Falls	NewYork\DutchessCounty
2/28/2020	678 Hudson Street	New York	NewYork\NewYorkCity
2/28/2020	4791 Bank Street	Ottawa	Ontario\Ottawa
2/28/2020	Essex Junction, Sunderland Way	Essex	Vermont
2/27/2020	Southgate Blvd & Mayor Magrath	Lethbridge	Alberta\AlbertaRemoteMarkets
2/27/2020	Notre-Dame & Celine Dion	Charlemagne	Quebec\Montreal
2/27/2020	Damascus - Ridge Road	Damascus	Maryland\MarylandRemoteMarkets
2/27/2020	Junction City	Junction City	Oregon\WestCentralOregon
2/21/2020	Saddle Creek & Wakeley - Omaha	Omaha	Nebraska\Omaha
2/21/2020	Poland, Boardman Poland Rd	Poland	Ohio\Youngstown
2/21/2020	Taylor Square	Reynoldsburg	Ohio\Columbus
2/21/2020	Hwy 176 & Cane Bay Blvd	Summerville	SouthCarolina\Charleston
2/17/2020	Hennessy & Corvette Dr	Bowling Green	Kentucky\KentuckyRemoteMarkets
2/16/2020	Westwood & Ohio	Westwood	California\LosAngelesCounty
2/14/2020	Windsor Plaza	Wilmington	Delaware
2/14/2020	Dairy Mart & I-5	San Diego	California\SanDiego
2/14/2020	59th Ave & Olive	Glendale	Arizona\Phoenix
2/14/2020	Jackson and Center Dr.	La Mesa	California\SanDiego
2/14/2020	Greenwich Lane Reserve Store	New York	NewYork\NewYorkCity
2/13/2020	Hwy 62 & Adobe Rd.	Twentynine Palms	California\SanBernardinoCounty
2/10/2020	Sahara and Durango	Las Vegas	Nevada\LasVegas
2/7/2020	West Valley Parkway & Escondid	Escondido	California\SanDiego
2/7/2020	Hwy 98 & Richard Jackson	Panama City Beach	Florida\Panhandle
2/6/2020	Lansdowne	Leesburg	Virginia\NorthernVirginia
2/6/2020	Higley and Queen Creek	Gilbert	Arizona\Phoenix
2/5/2020	Ogden Ave & Williams	Downers Grove	Illinois\DuPage
2/5/2020	Edinburgh & Stone Rd	Guelph	Ontario\GreaterTorontoArea
2/4/2020	Pickup - Commerce Court	Toronto	Ontario\Toronto
2/3/2020	Barry Rd & US 169	Kansas City	Missouri\KansasCity
2/3/2020	I-20 and Crossgates	Brandon	Mississippi\MississippiRemoteMarkets
2/3/2020	I-435 and 87th	Lenexa	Kansas\KansasCityKansasSuburbs
2/1/2020	Nanakuli at Farrington Hwy.	Waianae	Hawaii\Oahu
2/1/2020	Ford & John Daly	Dearborn Heights	Michigan\DetroitSuburbs
1/31/2020	826 Lincoln Rd	Miami Beach	Florida\Miami
1/31/2020	Dairy Road at Maui Marketplace	Kahului	Hawaii\Maui
1/31/2020	Hwy 278 Okatie-Sun City	Okatie	SouthCarolina\SouthCarolinaRemoteMarkets
1/31/2020	Highway 19 and Williamsburg	Thomasville	Georgia\GeorgiaRemoteMarkets
1/29/2020	Mars Hill and Dennis Kemp	Kennesaw	Georgia\AtlantaSuburbs
1/26/2020	Tallmadge Rd & Cascades Blvd	Kent	Ohio\Akron
1/26/2020	Atlantic & Artesia	Long Beach	California\SoutheastLosAngeles
1/24/2020	Wayne Avenue, Chambersburg	Chambersburg	Pennsylvania\PennsylvaniaRemoteMarkets
1/23/2020	Goshen - Lincolnway E & Keysto	Goshen	Indiana\NorthwestIndiana
1/22/2020	Queen and Beaumaris	Brampton	Ontario\PeelRegion
1/22/2020	Newark Penn Station	Newark	NewJersey\NorthJersey
1/20/2020	FM 518 & Hobbs	League City	Texas\HoustonSuburbs
1/18/2020	Stratham, Portsmouth Ave	Stratham	NewHampshire
1/17/2020	Windward and Union Hill	Alpharetta	Georgia\AtlantaSuburbs
1/17/2020	Highway 421 and Stonecrest Oak	Wilkesboro	NorthCarolina\NorthCarolinaRemoteMarkets
1/16/2020	21 Granite Drive	Moncton	NewBrunswick
1/16/2020	Clovis & Santa Ana Ave.	Clovis	California\CentralValley
1/16/2020	Laurel Lakes Route 1	Laurel	Maryland\WashingtonDCArea
1/16/2020	Imperial & Beach	La Habra	California\OrangeCounty
1/10/2020	Republic Square	Livermore	California\AlamedaCounty
1/10/2020	I-65 & SR-44	Franklin	Indiana\Indianapolis
1/10/2020	Hwy. 89 & Cummings	Flagstaff	Arizona\Flagstaff
1/9/2020	26th & San Vicente Blvd	Santa Monica	California\WestLosAngeles
1/8/2020	Apache Mall-US 52 & Hwy 14	Rochester	Minnesota\RochesterMN
1/7/2020	University Ave. & Marlborough	San Diego	California\SanDiego
1/6/2020	4th & Milwaukee	Lubbock	Texas\Lubbock
12/28/2019	Broward Blvd & Pine Island	Plantation	Florida\BrowardCounty
12/23/2019	30 Lacey Drive	Rothesay	NewBrunswick
12/22/2019	35 Danny Drive	Saint John`s	Newfoundland
12/21/2019	Parker and Hess	Parker	Colorado\Denver
12/21/2019	Okeechobee Road & Jenkins Rd	Fort Pierce	Florida\TreasureCoast
12/21/2019	Ventura & Channel Islands	Oxnard	California\Ventura
12/19/2019	Moreno Beach & Cactus	Moreno Valley	California\RiversideCounty
12/19/2019	Chappaqua Crossings	Chappaqua	NewYork\WestchesterCounty
12/19/2019	Blackstone & Clinton	Fresno	California\CentralValley
12/19/2019	Brookhurst & Hamilton	Huntington Beach	California\OrangeCounty
12/19/2019	Fraser Hwy & 216th Street	Langley	BritishColumbia\Vancouver
12/19/2019	Hwy 20 & I-94	Mount Pleasant	Wisconsin\Milwaukee
12/18/2019	Sunset & New Hampshire	Los Angeles	California\LosAngeles
12/16/2019	10985 Johns Hopkins Rd, Maple	Laurel	Maryland\WashingtonDCArea
12/16/2019	Flamingo & Rainbow	Las Vegas	Nevada\LasVegas
12/13/2019	Twin Lakes - 21st Ave	Federal Way	Washington\Tacoma
12/13/2019	Cahaba Valley Road	Pelham	Alabama\Birmingham
12/13/2019	Broadway & 26th - Council Bluf	Council Bluffs	Iowa
12/13/2019	Herlong and Ebenezer	Rock Hill	SouthCarolina\GreaterCharlotte
12/13/2019	Hebron Rd & Central Pkwy	Heath	Ohio\OhioRemoteMarkets
12/13/2019	Lebanon, Quentin Rd	Lebanon	Pennsylvania\PennsylvaniaRemoteMarkets
12/12/2019	Oakley Connection	Cincinnati	Ohio\Cincinnati
12/12/2019	Pioneer & Shaw - Puyallup	Puyallup	Washington\Tacoma
12/12/2019	5515 Langston Boulevard	Arlington	Virginia\NorthernVirginia
12/12/2019	9069 County Road 17	Rockland	Ontario\OntarioRemoteMarkets
12/9/2019	Wayne 23S Drive Thru	Wayne	NewJersey\NorthJersey
12/9/2019	Dixie Hwy & Ring Rd	Elizabethtown	Kentucky\KentuckyRemoteMarkets
12/9/2019	I-20 & Willow Bend Drive	Willow Park	Texas\FortWorthSuburbs
12/7/2019	FM 1626 & FM 967	Buda	Texas\AustinSuburbs
12/6/2019	Top of the World & SW 93rd St	Ocala	Florida\Gainesville
12/6/2019	Seehorn St & Blowing Rock Road	Lenoir	NorthCarolina\NorthCarolinaRemoteMarkets
12/6/2019	Mentor Ave & Heisley Pointe	Mentor	Ohio\Cleveland
12/6/2019	Highway 9 and Holcomb Bridge	Roswell	Georgia\AtlantaSuburbs
12/4/2019	Woodbury - RT 45	Woodbury	NewJersey\SouthJersey
12/4/2019	Hilton Parkway at Matthews	Hilton Head Island	SouthCarolina\HiltonHead
12/2/2019	Cold Lake	Cold Lake	Alberta\AlbertaRemoteMarkets
12/2/2019	I-45 & FM 1097	Willis	Texas\HoustonSuburbs
11/28/2019	Anderson Way	Vernon	BritishColumbia\EasternBritishColumbia
11/28/2019	97th and 130	Edmonton	Alberta\Edmonton
11/28/2019	555 Barry Downe Road	Sudbury	Ontario\OntarioRemoteMarkets
11/27/2019	St. James-North Country Rd	St. James	NewYork\LongIsland
11/26/2019	Touhy & Lowell	Lincolnwood	Illinois\Cook
11/25/2019	9455 Dyer Street	El Paso	Texas\ElPaso
11/25/2019	212 S. Tryon	Charlotte	NorthCarolina\Charlotte
11/25/2019	Jordan Creek Pkwy & Westown Pk	West Des Moines	Iowa
11/22/2019	Oak Ridges	Richmond Hill	Ontario\GreaterTorontoArea
11/22/2019	Shippensburg	Shippensburg	Pennsylvania\PennsylvaniaRemoteMarkets
11/22/2019	Timberlake & Greenview	Lynchburg	Virginia\RoanokeLynchburg
11/22/2019	West Peyton Pkwy & 9B	Jacksonville	Florida\Jacksonville
11/22/2019	Vermella Union / Morris Ave	Union	NewJersey\CentralJersey
11/22/2019	43rd St & 11th Ave	New York	NewYork\NewYorkCity
11/22/2019	Bouquet Canyon & Urbandale	Saugus	California\SantaClarita
11/22/2019	Linglestown	Harrisburg	Pennsylvania\Harrisburg
11/22/2019	Fayetteville Rd & Annaron Ct	Raleigh	NorthCarolina\RaleighDurhamChapelHill
11/21/2019	Springfield & Mattis	Champaign	Illinois\IllinoisRemoteMarkets
11/21/2019	Rte 9 & Lanes Mill Road	Howell	NewJersey\SouthJersey
11/21/2019	84 King William Street	Huntsville	Ontario\OntarioRemoteMarkets
11/21/2019	Foothills & Vineyard	Roseville	California\Sacramento
11/18/2019	Oyster Point & Gateway	South San Francisco	California\SanMateoCounty
11/18/2019	50th & Indiana	Lubbock	Texas\Lubbock
11/18/2019	Hwy 80 & Beltline	Mesquite	Texas\DallasSuburbs
11/17/2019	510 Circle Drive	Saskatoon	Saskatchewan
11/16/2019	Thomas & 18th Pl	Phoenix	Arizona\Phoenix
11/15/2019	Midlothian & Winterfield Cross	Midlothian	Virginia\Richmond
11/15/2019	104th and Revere	Commerce City	Colorado\Denver
11/15/2019	Chicago Roastery	Chicago	Illinois\Chicago
11/15/2019	Fletcher and Telecom	Temple Terrace	Florida\Tampa
11/14/2019	Rue Principale & Rte 139	Granby	Quebec\QuebecRemoteMarkets
11/14/2019	1051 Victoria Street North	Kitchener	Ontario\GreaterTorontoArea
11/14/2019	40th & Thunderbird	Phoenix	Arizona\Phoenix
11/14/2019	Edinger and Grand	Santa Ana	California\OrangeCounty
11/9/2019	Rockford and Annapolis - Plymo	Plymouth	Minnesota\MinneapolisSuburbs
11/9/2019	Arthur Street Marketplace	Thunder Bay	Ontario\OntarioRemoteMarkets
11/7/2019	Lohman Ford Rd. @ 1431	Lago Vista	Texas\AustinSuburbs
11/6/2019	Veterans Blvd and Kent	Metairie	Louisiana\NewOrleans
11/3/2019	Thousand Oaks and Wurzbach	San Antonio	Texas\SanAntonio
11/1/2019	E. Colonial & Lake Pickett	Orlando	Florida\Orlando
10/31/2019	Shelbourne Plaza	Saanich	BritishColumbia\VancouverIsland
10/31/2019	Stone and River	Tucson	Arizona\Tucson
10/28/2019	Colorado and Virginia	Glendale	Colorado\Denver
10/25/2019	4th and 4th	Salt Lake City	Utah
10/25/2019	Lancaster, North Queen Street	Lancaster	Pennsylvania\Lancaster
10/23/2019	Tustin & Santa Clara	Santa Ana	California\OrangeCounty
10/23/2019	Eagle Ridge	Fort McMurray	Alberta\AlbertaRemoteMarkets
10/19/2019	Kunehi St & Kapolei Pkwy	Kapolei	Hawaii\Oahu
10/18/2019	Tamiami & N. 25th St.	Sarasota	Florida\SarasotaBradenton
10/18/2019	US 19 & Breakwater	Spring Hill	Florida\FloridaRemoteMarkets
10/18/2019	Blackfoot Trail S	Calgary	Alberta\Calgary
10/17/2019	Telegraph & Chicago	Redford	Michigan\DetroitSuburbs
10/17/2019	Willow & Pfingsten	Glenview	Illinois\Cook
10/11/2019	Sepulveda Blvd & Western	Torrance	California\LosAngelesCountySouthBay
10/11/2019	Hwy 17 & Middle Sound Loop	Wilmington	NorthCarolina\Wilmington
10/10/2019	Pickering Town Centre	Pickering	Ontario\GreaterTorontoArea
10/10/2019	Kern & 10th Street	Taft	California\KernCounty
10/10/2019	Grand & Fairhaven	Santa Ana	California\OrangeCounty
10/7/2019	Baseline and Kyrene	Tempe	Arizona\Phoenix
10/6/2019	McArthur Glen	Richmond	BritishColumbia\Vancouver
10/4/2019	Wedgewood & Fieldcrest	The Villages	Florida\Gainesville
10/4/2019	Hwy 41 and Wood Park Dr	Mt. Pleasant	SouthCarolina\Charleston
10/3/2019	Broadway and Sheridan	Chicago	Illinois\Chicago
10/3/2019	959 Chemong Road	Peterborough	Ontario\OntarioRemoteMarkets
10/1/2019	Shaw & Dale	Fresno	California\CentralValley
9/30/2019	Ogden & Damen - IMD	Chicago	Illinois\Chicago
9/30/2019	Montgomery Hwy & Rock Bridge R	Dothan	Alabama\AlabamaRemoteMarkets
9/30/2019	North Village at Sparta	Sparta	NewJersey\NorthJersey
9/30/2019	Rt 1 S & Mountain Rd, Fallston	Fallston	Maryland\MarylandRemoteMarkets
9/30/2019	US 27 & Posner	Davenport	Florida\FloridaRemoteMarkets
9/30/2019	517 and Pabst	Dickinson	Texas\HoustonSuburbs
9/30/2019	3rd & Moss	Chula Vista	California\SanDiego
9/30/2019	34 Monogram Place	Trenton	Ontario\KingstonBelleville
9/30/2019	Del Monte & Palo Verde	Monterey	California\CentralCoast
9/30/2019	Main St and Wilson Road	Newberry	SouthCarolina\SouthCarolinaRemoteMarkets
9/30/2019	Grand Parkway & Morton Ranch	Katy	Texas\HoustonSuburbs
9/30/2019	HWY 287 & Broad	Mansfield	Texas\MidCities
9/30/2019	I-35 & Valley View	Farmers Branch	Texas\DallasSuburbs
9/30/2019	Exchange & Greenville	Allen	Texas\DallasSuburbs
9/29/2019	Turnpike & Calle Real	Santa Barbara	California\SantaBarbara
9/29/2019	Olive & I Street	Madera	California\CentralValley
9/29/2019	Avenue & Lawrence	Toronto	Ontario\Toronto
9/29/2019	Alondra Blvd & Paramount	Paramount	California\SoutheastLosAngeles
9/29/2019	12th St & Walnut	Philadelphia	Pennsylvania\Philadelphia
9/28/2019	OTC	Chicago	Illinois\Chicago
9/28/2019	1087 White Horse Ave	Hamilton	NewJersey\CentralJersey
9/28/2019	Franklin & Florin	Sacramento	California\Sacramento
9/28/2019	I-10 and Pepper	Colton	California\SanBernardinoCounty
9/27/2019	Monroe and Idlewild	Charlotte	NorthCarolina\Charlotte
9/27/2019	Stephens City - 131 Town Run L	Stephens City	Virginia\VirginiaRemoteMarkets
9/27/2019	US 491 and W Jefferson Ave - G	Gallup	NewMexico\NewMexicoRemoteMarkets
9/27/2019	Mile Hill/Olney - Port Orchard	Port Orchard	Washington\KitsapCounty
9/27/2019	Vermont & West 2nd	Los Angeles	California\LosAngeles
9/27/2019	59-17 Junction Blvd	Elmhurst	NewYork\Queens
9/27/2019	Daisy Mountain & Parker	Phoenix	Arizona\Phoenix
9/27/2019	103rd & Harlem	Chicago Ridge	Illinois\Cook
9/27/2019	155 Rte du President-Kennedy	Levis	Quebec\QuebecCity
9/27/2019	2550 and Washington	North Ogden	Utah
9/27/2019	I-90 & Indianapolis Blvd	Hammond	Indiana\NorthwestIndiana
9/27/2019	Hwy 99 - Sherwood	Sherwood	Oregon\Portland
9/27/2019	Gloucester Crossing	Gloucester	Massachusetts\BostonSuburbs
9/27/2019	Highway 153 and 3 Bridges	Greenville	SouthCarolina\Greenville
9/27/2019	Knox Abbott and 7th Street	Cayce	SouthCarolina\Columbia
9/26/2019	Spring St. & Palm Ave.	La Mesa	California\SanDiego
9/26/2019	W Elm & Oak	McHenry	Illinois\McHenry
9/26/2019	28th & Cascade	Grand Rapids	Michigan\GrandRapids
9/26/2019	Armitage & Cicero	Chicago	Illinois\Chicago
